EJERCICIO;GASTO/INGRESO;ORIGEN;FONDO;FINANCIACION;DESCRIPCION CORTA;DESCRIPCION LARGA
2021;I;5;51;51001;MANT. COLEGIOS PÚBLICOS;MANTENIMIENTO COLEGIOS PÚBLICOS
2021;I;5;51;51002;DPT INV. AGROALIMENTARIA;DPT INVESTIGACIÓN AGROALIMENTARIA
2021;I;5;51;51005;DPT GESTIÓN FORESTAL;DPT - ACTIVIDADES GESTIÓN FORESTAL
2021;I;5;51;51006;AMPL.RED TTES INSTITUC.;AMPLIACIÓN RED DE TRANSPORTE INSTITUCIONAL
2021;I;5;51;51007;DPH CENTRO TRUFICULTURA;DPH CENTRO DE INVEST. Y EXPER. TRUFICULTURA
2021;I;5;51;51008;DPZ INVESTIGACIÓN AGROALI;TRANSFERENCIA DPZ  INVESTIGACIÓN AGROALIMENTARIA
2021;I;5;51;51009;DPZ PARQ. NAT. Y Z.PROTEG;DPZ PARQUES NATURALES Y ZONAS PROTEGIDAS
2021;I;5;51;51010;DPZ CONVENIO CRIEZ VENTA OLIVAR;DPZ CONVENIO CRIEZ VENTA OLIVAR
2021;I;5;52;;ADMNES. COMARCALES;ADMINISTRACIONES COMARCALES
2021;I;5;52;52001;CONV. PROY. SIGEM;CONVENIO PROYECTO SIGEM
2021;I;5;52;52002;CONVENIO CARTOGRAFÍA COMARCAL;CONVENIO CARTOGRAFÍA COMARCAL
2021;I;5;52;52003;CONVENIOS INVESTIGACIÓN COMARCALES;CONVENIOS INVESTIGACIÓN COMARCALES
2021;I;5;53;;AYUNTAMIENTOS;AYUNTAMIENTOS
2021;I;5;53;53001;AYT. ZAR. COM. ESC.;AYUNTAMIENTO ZARAGOZA COMEDORES ESCOLARES
2021;I;5;55;;C.A. ARAGÓN;COMUNIDAD AUTÓNOMA DE ARAGÓN
2021;I;5;55;55001;SUBV INAEM ESC TALL;SUBVENCIÓN INAEM PARA ESCUELAS TALLER
2021;I;5;55;55002;CONV. CON EL SALUD;CONVENIO INVESTIGACIÓN CON SALUD
2021;I;5;55;55003;SUBV INAEM OR.Y AUTOEMPL.;SUBV INAEM ORIENTACIÓN PROF. EMPLEO Y AUTOEMPLEO
2021;I;5;55;55004;T.IACS ENSAYOS CLÍNICOS;TRANSF.IACS PRODUC.VAR. ENSAYOS CLÍNICOS
2021;I;5;55;55005;FORM. CONTINUA M.I.R;FORMACIÓN CONTINUA DE M.I.R.
2021;I;5;55;55006;GRUPOS INVESTIGACIÓN SALUD;GRUPOS INVESTIGACIÓN SALUD
2021;I;5;55;55007;PROY.INV.CONV.COMP.DGA;PROY.INVEST.POR CONVOCATORIAS COMPETITIVAS DGA
2021;I;5;55;55008;SUBV INAEM CONTRATAC.;SUBV INAEM CONTRATACIÓN DESEMPLEADOS OBRAS INT GRA
2021;I;5;55;55009;DPTO INV. AGROALIMENTARIA;DEPARTAMENTO INVESTIGACIÓN AGROALIMENTARIA
2021;I;5;55;55010;SUBVENCIÓN IAF;SUBVENCIÓN IAF
2021;I;5;58;;OTRAS ADMINISTRACIONES PÚBLICAS;OTRAS ADMINISTRACIONES PÚBLICAS
2021;I;5;58;58001;CREACIÓN WEB MEMORIA DEMOCRÁTICA;CREACIÓN WEB MEMORIA DEMOCRÁTICA
2021;I;5;59;;ONU;ORGANIZACIÓN NACIONES UNIDAS
2021;I;5;59;59001;ONU-OMS;ORGANIZACIÓN MUNDIAL DE LA SALUD
2021;I;7;;;ENTES PRIVADOS;ENTES PRIVADOS
2021;I;7;71;;ENTES PRIV.FINAN.;ENTES PRIVADOS FINANCIEROS
2021;I;7;71;71001;C.CAIXA HOGARES MAY.;CONVENIO CAIXA - HOGARES DE MAYORES
2021;I;7;71;71002;CONV.ADQ.FDO BIBLIO.;CONVENIO ADQUISICIÓN DE FONDO BIBLIOGRÁFICO
2021;I;7;71;71003;CONV. IBERCAJA ATLAS VAR;C. IBERCAJA: ATLAS VAR. PRÁCT. MÉDICA S.NAC.SALUD
2021;I;7;71;71004;PATROCINIO JUEGOS ESCOLAR;PATROCINIO JUEGOS ESCOLARES DE ARAGÓN
2021;I;7;71;71005;CONV. MONAST. DE SIJENA;CONVENIO CAJA MADRID REST. MONAST. SIJENA
2021;I;7;71;71006;CARNÉ JOVEN;CARNÉ JOVEN APORTACIÓN CAI IBERCAJA
2021;I;7;71;71007;CONV. IBERCAJA DEPENDEN.;CONV. IBERCAJA PARA ACTUAC. PERSONAS DEPENDIENTES
2021;I;7;71;71008;LA CAIXA MEDIOAMB Y SOSTE;LA CAIXA MEDIO AMBIENTE Y SOSTENIBILIDAD
2021;I;7;71;71009;CONV. IBERCAJA CENTROS IN;CONVENIO IBERCAJA CENTROS INTERPRETACION
2021;I;7;71;71010;CONV.IBERCAJA GALA DEPORT;CONV. IBERCAJA CELEBRACIÓN GALA DEPORTE ARAGONÉS
2021;I;7;71;71011;CONV. CAI PROGR. EDUC.;CONVENIO CAI PROGRAMAS EDUCATIVOS
2021;I;7;71;71012;CONV. CAIXA CONGRESO ESTATAL VOLUNTARIADO;CONVENIO CAIXA CONGRESO ESTATAL VOLUNTARIADO
2021;I;7;71;71013;CONVENIO CAIXA. PROTECCIÓN CIVIL;CONVENIO CAIXA. PROTECCIÓN CIVIL
2021;I;7;72;;ENTES PRIV.NO FINAN.;ENTES PRIVADOS NO FINANCIEROS
2021;I;7;72;72001;PROM.FARM.ENSAY;PROMOTORES FARMACÉUTICOS - ENSAYOS CLÍNICOS
2021;I;7;72;72002;PROGRAMAS FOCUSS;PROGRAMAS FOCUSS
2021;I;7;72;72003;ESTUD.GAUCHER;FUND.ESP. ESTUDIO ENFERMEDAD GAUCHER
2021;I;7;72;72004;AS.ESP.TOXICOLOGÍA;ASOCIACIÓN ESPAÑOLA DE TOXICOLOGÍA
2021;I;7;72;72005;FUND.LA MARATO TV3;FUNDACIÓN LA MARATO TV3
2021;I;7;72;72006;FUND.MUTUA MADRIL.;FUNDACIÓN MUTUA MADRILEÑA
2021;I;7;72;72007;PROM.PRIV.CURSOS;PROMOTORES PRIVADOS DE CURSOS
2021;I;7;72;72008;HERENCIA ELÍAS MARTÍNEZ S;HERENCIA ELÍAS MARTÍNEZ SANTIAGO
2021;I;7;72;72009;PROMOTORES PRIVADOS;PROMOTORES PRIV PROY  PROD Y TRANSFERENCIA CONOCIM
2021;I;7;72;72010;HERENC.HOSP.NªSªGRACIA;HERENCIAS HOSPITAL PROVINCIAL Nª SRª DE GRACIA
2021;I;7;72;72011;FECYT AÑO DE LA CIENCIA;FECYT AÑO DE LA CIENCIA
2021;I;7;72;72012;INV. AGROAL. ENTIDADES PR;FONDOS PARA INV.AGROALIMENTARIA DE ENTID. PRIVADAS
2021;I;7;72;72013;FONDOS DE MEJORAS EN MONTES PROPIOS;FONDOS DE MEJORAS EN MONTES PROPIOS
2021;I;7;72;72014;LEGADO PARA CENTRO ASISTENCIAL DE CALATAYUD;LEGADO PARA CENTRO ASISTENCIAL DE CALATAYUD
2021;I;7;72;72016;FUNDACIÓN INST. INVESTIGACIÓN SANITARIA DE ARAGÓN;FUNDACIÓN INST. INVESTIGACIÓN SANITARIA DE ARAGÓN
2021;I;7;72;72017;DONACIÓN A FAVOR ARCHIVO HISTÓRICO ZARAGOZA;DONACIÓN A FAVOR ARCHIVO HISTÓRICO ZARAGOZA
2021;I;7;72;72018;LEGADO V. DOMÍNGUEZ SEBASTIÁN HOGAR VÁLIDOS TE;LEGADO V. DOMÍNGUEZ SEBASTIÁN HOGAR VÁLIDOS TE
2021;I;7;72;72019;FUNDACIÓN AMANCIO ORTEGA GAONA;FUNDACIÓN AMANCIO ORTEGA GAONA
2021;I;7;72;72020;HERENCIA DE DON JUAN VÁZQUEZ;HERENCIA DE DON JUAN VÁZQUEZ
2021;I;7;72;72021;ACT. FINANCIADAS POR RED ELECTRICA DE ESPAÑA, SAU;ACT. FINANCIADAS POR RED ELECTRICA DE ESPAÑA, SAU
2021;I;7;72;72022;HERENCIA D. RAMÓN GALINDO;HERENCIA D. RAMÓN GALINDO
2021;I;7;72;72023;INDEM. Y OTROS ING. REFORMAS EDIF. VIA UNIV. 36;INDEM. Y OTROS ING. REFORMAS EDIF. VIA UNIV. 36
2021;I;7;72;72024;HERENCIA D. FIDEL GALINDO TORRES;HERENCIA D. FIDEL GALINDO TORRES
2021;I;9;;;RECURSOS PROPIOS;RECURSOS PROPIOS
2021;I;9;91;;RECURSOS PROPIOS;RECURSOS PROPIOS
2021;I;9;91;91003;ING.FINANC.INCOND.;INGRESOS FINANC.INCONDICIONAL
2021;I;9;91;91004;RMTE.TES.NO AFEC.;REMANENTE DE TESORERÍA NO AFECTADO
2021;I;9;91;91005;DEUDA SANITARIA;DEUDA SANITARIA
2021;I;9;91;91006;RP FINANCIACIÓN TOP UP;RECURSO PROPIO FINANCIACIÓN TOP UP
2021;I;9;91;91019;COVID-19;COVID-19
2021;I;9;91;91101;REC PROPIOS COF P.IMPULS;RECURSOS PROPIOS COFINANCIADORES PLAN IMPULSO
2021;I;9;91;91102;REC PROPIOS P.IMPULSO;RECURSOS PROPIOS PLAN IMPULSO
2021;I;9;91;91218;REC. PROPIOS COFINANCIADO FITE 2018;REC. PROPIOS COFINANCIADO FITE 2018
2021;I;9;91;91219;REC. PROPIOS COFINANCIADO FITE 2019;REC. PROPIOS COFINANCIADO FITE 2019
2021;I;9;91;91220;REC. PROPIOS COFINANCIADO FITE 2020;REC. PROPIOS COFINANCIADO FITE 2020
2021;I;9;91;91221;REC. PROPIOS COFINANCIADO FITE 2021;REC. PROPIOS COFINANCIADO FITE 2021
